Ref,Val,Package,PosX,PosY,Rot,Side
"Q60","2N7002W","SOT-323_SC-70",60.250000,-203.000000,0.000000,top
"Q61","2N7002W","SOT-323_SC-70",86.150000,-203.000000,0.000000,top
"Q62","2N7002W","SOT-323_SC-70",82.450000,-200.200000,0.000000,top
"Q63","2N7002W","SOT-323_SC-70",86.150000,-214.200000,0.000000,top
"Q64","2N7002W","SOT-323_SC-70",82.450000,-211.399999,0.000000,top
"Q65","2N7002W","SOT-323_SC-70",86.150000,-225.399999,0.000000,top
"Q66","2N7002W","SOT-323_SC-70",82.450000,-222.600000,0.000000,top
"Q67","2N7002W","SOT-323_SC-70",86.150000,-239.399999,0.000000,top
"Q68","2N7002W","SOT-323_SC-70",82.450000,-236.600000,0.000000,top
"Q69","2N7002W","SOT-323_SC-70",226.750000,-203.000000,0.000000,top
"Q70","2N7002W","SOT-323_SC-70",71.350000,-175.000000,0.000000,top
"Q71","2N7002W","SOT-323_SC-70",86.150000,-191.799999,0.000000,top
"Q72","2N7002W","SOT-323_SC-70",82.450000,-189.000000,0.000000,top
"Q73","2N7002W","SOT-323_SC-70",141.650000,-189.000000,0.000000,top
"Q74","2N7002W","SOT-323_SC-70",137.950000,-186.200000,0.000000,top
"Q75","2N7002W","SOT-323_SC-70",86.150000,-250.600000,0.000000,top
"Q76","2N7002W","SOT-323_SC-70",82.450000,-247.799999,0.000000,top
"Q77","2N7002W","SOT-323_SC-70",86.150000,-261.799999,0.000000,top
"Q78","2N7002W","SOT-323_SC-70",82.450000,-259.000000,0.000000,top
"Q79","2N7002W","SOT-323_SC-70",178.650000,-233.799999,0.000000,top
"Q80","2N7002W","SOT-323_SC-70",82.450000,-116.199999,0.000000,top
"Q81","2N7002W","SOT-323_SC-70",78.750000,-113.399999,0.000000,top
"Q82","2N7002W","SOT-323_SC-70",67.650000,-91.000000,0.000000,top
"Q83","2N7002W","SOT-323_SC-70",171.250000,-225.399999,0.000000,top
"Q84","2N7002W","SOT-323_SC-70",112.050000,-219.799999,0.000000,top
"Q85","2N7002W","SOT-323_SC-70",108.350000,-217.000000,0.000000,top
"Q86","2N7002W","SOT-323_SC-70",112.050000,-225.399999,0.000000,top
"Q87","2N7002W","SOT-323_SC-70",137.950000,-161.000000,0.000000,top
"Q88","2N7002W","SOT-323_SC-70",134.250000,-158.200000,0.000000,top
"Q89","2N7002W","SOT-323_SC-70",126.850000,-259.000000,0.000000,top
"Q90","2N7002W","SOT-323_SC-70",230.450000,-152.600000,0.000000,top
"Q91","2N7002W","SOT-323_SC-70",226.750000,-152.600000,0.000000,top
"Q92","2N7002W","SOT-323_SC-70",219.350000,-208.600000,0.000000,top
"Q93","2N7002W","SOT-323_SC-70",260.050000,-107.800000,0.000000,top
"Q94","2N7002W","SOT-323_SC-70",256.350000,-107.800000,0.000000,top
"Q95","2N7002W","SOT-323_SC-70",63.950000,-264.600000,0.000000,top
"Q96","2N7002W","SOT-323_SC-70",67.650000,-259.000000,0.000000,top
"Q97","2N7002W","SOT-323_SC-70",63.950000,-107.800000,0.000000,top
"Q98","2N7002W","SOT-323_SC-70",60.250000,-105.000000,0.000000,top
"Q99","2N7002W","SOT-323_SC-70",100.950000,-270.200000,0.000000,top
"Q100","2N7002W","SOT-323_SC-70",93.550000,-270.200000,0.000000,top
"Q101","2N7002W","SOT-323_SC-70",145.350000,-29.400000,0.000000,top
"Q102","2N7002W","SOT-323_SC-70",63.950000,-239.399999,0.000000,top
"Q103","2N7002W","SOT-323_SC-70",60.250000,-236.600000,0.000000,top
"Q104","2N7002W","SOT-323_SC-70",208.250000,-82.600000,0.000000,top
"Q105","2N7002W","SOT-323_SC-70",86.150000,-177.799999,0.000000,top
"Q106","2N7002W","SOT-323_SC-70",226.750000,-239.399999,0.000000,top
"Q107","2N7002W","SOT-323_SC-70",219.350000,-242.200000,0.000000,top
"Q108","2N7002W","SOT-323_SC-70",200.850000,-163.799999,0.000000,top
"Q109","2N7002W","SOT-323_SC-70",197.150000,-161.000000,0.000000,top
"Q110","2N7002W","SOT-323_SC-70",197.150000,-163.799999,0.000000,top
"Q111","2N7002W","SOT-323_SC-70",197.150000,-166.600000,0.000000,top
"Q112","2N7002W","SOT-323_SC-70",215.650000,-121.800000,0.000000,top
"Q113","2N7002W","SOT-323_SC-70",211.950000,-119.000000,0.000000,top
"Q114","2N7002W","SOT-323_SC-70",215.650000,-130.199999,0.000000,top
"Q115","2N7002W","SOT-323_SC-70",211.950000,-127.399999,0.000000,top
"Q116","2N7002W","SOT-323_SC-70",223.050000,-233.799999,0.000000,top
"Q117","2N7002W","SOT-323_SC-70",219.350000,-231.000000,0.000000,top
"Q118","2N7002W","SOT-323_SC-70",174.950000,-186.200000,0.000000,top
"Q119","2N7002W","SOT-323_SC-70",174.950000,-191.799999,0.000000,top
"Q120","2N7002W","SOT-323_SC-70",182.350000,-208.600000,0.000000,top
"Q121","2N7002W","SOT-323_SC-70",178.650000,-205.799999,0.000000,top
"Q122","2N7002W","SOT-323_SC-70",182.350000,-211.399999,0.000000,top
"Q123","2N7002W","SOT-323_SC-70",52.850000,-292.599999,0.000000,top
"Q124","2N7002W","SOT-323_SC-70",89.850000,-144.200000,0.000000,top
"Q125","2N7002W","SOT-323_SC-70",112.050000,-189.000000,0.000000,top
"Q126","2N7002W","SOT-323_SC-70",174.950000,-222.600000,0.000000,top
"Q127","2N7002W","SOT-323_SC-70",171.250000,-116.199999,0.000000,top
"Q128","2N7002W","SOT-323_SC-70",63.950000,-197.399999,0.000000,top
"Q129","2N7002W","SOT-323_SC-70",197.150000,-289.799999,0.000000,top
"Q130","2N7002W","SOT-323_SC-70",78.750000,-124.600000,0.000000,top
"Q131","2N7002W","SOT-323_SC-70",119.450000,-214.200000,0.000000,top
"Q132","2N7002W","SOT-323_SC-70",134.250000,-82.600000,0.000000,top
"Q133","2N7002W","SOT-323_SC-70",56.550000,-82.600000,0.000000,top
"Q134","2N7002W","SOT-323_SC-70",119.450000,-284.200000,0.000000,top
"Q135","2N7002W","SOT-323_SC-70",119.450000,-287.000000,0.000000,top
"Q136","2N7002W","SOT-323_SC-70",123.150000,-289.799999,0.000000,top
"Q137","2N7002W","SOT-323_SC-70",82.450000,-225.399999,0.000000,top
"Q138","2N7002W","SOT-323_SC-70",260.050000,-99.399999,0.000000,top
"Q139","2N7002W","SOT-323_SC-70",89.850000,-93.800000,0.000000,top
"Q140","2N7002W","SOT-323_SC-70",215.650000,-200.200000,0.000000,top
"Q141","2N7002W","SOT-323_SC-70",115.750000,-219.799999,0.000000,top
"Q142","2N7002W","SOT-323_SC-70",112.050000,-217.000000,0.000000,top
"Q143","2N7002W","SOT-323_SC-70",219.350000,-93.800000,0.000000,top
"Q144","2N7002W","SOT-323_SC-70",215.650000,-91.000000,0.000000,top
"Q145","2N7002W","SOT-323_SC-70",215.650000,-284.200000,0.000000,top
"Q146","2N7002W","SOT-323_SC-70",145.350000,-130.199999,0.000000,top
"Q147","2N7002W","SOT-323_SC-70",63.950000,-163.799999,0.000000,top
"Q148","2N7002W","SOT-323_SC-70",193.450000,-270.200000,0.000000,top
"Q149","2N7002W","SOT-323_SC-70",71.350000,-91.000000,0.000000,top
"Q150","2N7002W","SOT-323_SC-70",211.950000,-289.799999,0.000000,top
"Q151","2N7002W","SOT-323_SC-70",208.250000,-287.000000,0.000000,top
"Q152","2N7002W","SOT-323_SC-70",223.050000,-177.799999,0.000000,top
"Q153","2N7002W","SOT-323_SC-70",182.350000,-149.799999,0.000000,top
"Q154","2N7002W","SOT-323_SC-70",178.650000,-147.000000,0.000000,top
"Q155","2N7002W","SOT-323_SC-70",134.250000,-233.799999,0.000000,top
"Q156","2N7002W","SOT-323_SC-70",130.550000,-231.000000,0.000000,top
"Q157","2N7002W","SOT-323_SC-70",71.350000,-225.399999,0.000000,top
"Q158","2N7002W","SOT-323_SC-70",67.650000,-222.600000,0.000000,top
"Q159","2N7002W","SOT-323_SC-70",71.350000,-211.399999,0.000000,top
"Q160","2N7002W","SOT-323_SC-70",67.650000,-208.600000,0.000000,top
"Q161","2N7002W","SOT-323_SC-70",174.950000,-169.399999,0.000000,top
"Q162","2N7002W","SOT-323_SC-70",174.950000,-172.200000,0.000000,top
"Q163","2N7002W","SOT-323_SC-70",193.450000,-99.399999,0.000000,top
"Q164","2N7002W","SOT-323_SC-70",71.350000,-273.000000,0.000000,top
"Q165","2N7002W","SOT-323_SC-70",67.650000,-270.200000,0.000000,top
"Q166","2N7002W","SOT-323_SC-70",71.350000,-261.799999,0.000000,top
"Q167","2N7002W","SOT-323_SC-70",67.650000,-264.600000,0.000000,top
"Q168","2N7002W","SOT-323_SC-70",178.650000,-169.399999,0.000000,top
"Q169","2N7002W","SOT-323_SC-70",182.350000,-172.200000,0.000000,top
"Q170","2N7002W","SOT-323_SC-70",67.650000,-233.799999,0.000000,top
"Q171","2N7002W","SOT-323_SC-70",67.650000,-239.399999,0.000000,top
"Q172","2N7002W","SOT-323_SC-70",197.150000,-127.399999,0.000000,top
"Q173","2N7002W","SOT-323_SC-70",89.850000,-244.999999,0.000000,top
"Q174","2N7002W","SOT-323_SC-70",86.150000,-242.200000,0.000000,top
"Q175","2N7002W","SOT-323_SC-70",89.850000,-250.600000,0.000000,top
"Q176","2N7002W","SOT-323_SC-70",263.750000,-63.000000,0.000000,top
"Q177","2N7002W","SOT-323_SC-70",260.050000,-60.199999,0.000000,top
"Q178","2N7002W","SOT-323_SC-70",67.650000,-247.799999,0.000000,top
"Q179","2N7002W","SOT-323_SC-70",215.650000,-208.600000,0.000000,top
"Q180","2N7002W","SOT-323_SC-70",211.950000,-205.799999,0.000000,top
"Q181","2N7002W","SOT-323_SC-70",130.550000,-79.800000,0.000000,top
"Q182","2N7002W","SOT-323_SC-70",134.250000,-85.399999,0.000000,top
"Q183","2N7002W","SOT-323_SC-70",211.950000,-270.200000,0.000000,top
"Q184","2N7002W","SOT-323_SC-70",100.950000,-225.399999,0.000000,top
"Q185","2N7002W","SOT-323_SC-70",78.750000,-186.200000,0.000000,top
"Q186","2N7002W","SOT-323_SC-70",126.850000,-169.399999,0.000000,top
"Q187","2N7002W","SOT-323_SC-70",126.850000,-172.200000,0.000000,top
"Q188","2N7002W","SOT-323_SC-70",112.050000,-113.399999,0.000000,top
"Q189","2N7002W","SOT-323_SC-70",63.950000,-177.799999,0.000000,top
"Q190","2N7002W","SOT-323_SC-70",89.850000,-82.600000,0.000000,top
"Q191","2N7002W","SOT-323_SC-70",178.650000,-186.200000,0.000000,top
"Q192","2N7002W","SOT-323_SC-70",245.250000,-203.000000,0.000000,top
"Q193","2N7002W","SOT-323_SC-70",178.650000,-267.399999,0.000000,top
"Q194","2N7002W","SOT-323_SC-70",52.850000,-273.000000,0.000000,top
"Q195","2N7002W","SOT-323_SC-70",56.550000,-256.200000,0.000000,top
"Q196","2N7002W","SOT-323_SC-70",163.850000,-91.000000,0.000000,top
"Q197","2N7002W","SOT-323_SC-70",56.550000,-144.200000,0.000000,top
"Q198","2N7002W","SOT-323_SC-70",15.850000,-40.599999,0.000000,top
"Q199","2N7002W","SOT-323_SC-70",145.350000,-152.600000,0.000000,top
"Q200","2N7002W","SOT-323_SC-70",186.050000,-267.399999,0.000000,top
"Q201","2N7002W","SOT-323_SC-70",186.050000,-273.000000,0.000000,top
"Q202","2N7002W","SOT-323_SC-70",137.950000,-264.600000,0.000000,top
"Q203","2N7002W","SOT-323_SC-70",134.250000,-261.799999,0.000000,top
"Q204","2N7002W","SOT-323_SC-70",112.050000,-289.799999,0.000000,top
"Q205","2N7002W","SOT-323_SC-70",219.350000,-247.799999,0.000000,top
"Q206","2N7002W","SOT-323_SC-70",26.950000,-79.800000,0.000000,top
"Q207","2N7002W","SOT-323_SC-70",197.150000,-107.800000,0.000000,top
"Q208","2N7002W","SOT-323_SC-70",52.850000,-244.999999,0.000000,top
"Q209","2N7002W","SOT-323_SC-70",49.150000,-242.200000,0.000000,top
"Q210","2N7002W","SOT-323_SC-70",186.050000,-186.200000,0.000000,top
"Q211","2N7002W","SOT-323_SC-70",182.350000,-183.399999,0.000000,top
"Q212","2N7002W","SOT-323_SC-70",186.050000,-189.000000,0.000000,top
"Q213","2N7002W","SOT-323_SC-70",141.650000,-102.199999,0.000000,top
"Q214","2N7002W","SOT-323_SC-70",137.950000,-99.399999,0.000000,top
"Q215","2N7002W","SOT-323_SC-70",137.950000,-82.600000,0.000000,top
"Q216","2N7002W","SOT-323_SC-70",186.050000,-127.399999,0.000000,top
"Q217","2N7002W","SOT-323_SC-70",123.150000,-172.200000,0.000000,top
"Q218","2N7002W","SOT-323_SC-70",182.350000,-166.600000,0.000000,top
"Q219","2N7002W","SOT-323_SC-70",100.950000,-82.600000,0.000000,top
"Q220","2N7002W","SOT-323_SC-70",104.650000,-116.199999,0.000000,top
"Q221","2N7002W","SOT-323_SC-70",82.450000,-161.000000,0.000000,top
"Q222","2N7002W","SOT-323_SC-70",78.750000,-158.200000,0.000000,top
"Q223","2N7002W","SOT-323_SC-70",108.350000,-158.200000,0.000000,top
"Q224","2N7002W","SOT-323_SC-70",104.650000,-155.399999,0.000000,top
"Q225","2N7002W","SOT-323_SC-70",112.050000,-281.400000,0.000000,top
"Q226","2N7002W","SOT-323_SC-70",108.350000,-278.599999,0.000000,top
"Q227","2N7002W","SOT-323_SC-70",186.050000,-161.000000,0.000000,top
"Q228","2N7002W","SOT-323_SC-70",182.350000,-158.200000,0.000000,top
"Q229","2N7002W","SOT-323_SC-70",208.250000,-88.199999,0.000000,top
"Q230","2N7002W","SOT-323_SC-70",219.350000,-256.200000,0.000000,top
"Q231","2N7002W","SOT-323_SC-70",56.550000,-105.000000,0.000000,top
"Q232","2N7002W","SOT-323_SC-70",126.850000,-281.400000,0.000000,top
"Q233","2N7002W","SOT-323_SC-70",252.650000,-63.000000,0.000000,top
"Q234","2N7002W","SOT-323_SC-70",260.050000,-79.800000,0.000000,top
"Q235","2N7002W","SOT-323_SC-70",256.350000,-77.000000,0.000000,top
"Q236","2N7002W","SOT-323_SC-70",171.250000,-273.000000,0.000000,top
"Q237","2N7002W","SOT-323_SC-70",204.550000,-82.600000,0.000000,top
"Q238","2N7002W","SOT-323_SC-70",93.550000,-135.800000,0.000000,top
"Q239","2N7002W","SOT-323_SC-70",89.850000,-133.000000,0.000000,top
"Q240","2N7002W","SOT-323_SC-70",226.750000,-247.799999,0.000000,top
"Q241","2N7002W","SOT-323_SC-70",223.050000,-250.600000,0.000000,top
"Q242","2N7002W","SOT-323_SC-70",219.350000,-236.600000,0.000000,top
"Q243","2N7002W","SOT-323_SC-70",167.550000,-121.800000,0.000000,top
"Q244","2N7002W","SOT-323_SC-70",100.950000,-152.600000,0.000000,top
"Q245","2N7002W","SOT-323_SC-70",141.650000,-244.999999,0.000000,top
"Q246","2N7002W","SOT-323_SC-70",141.650000,-247.799999,0.000000,top
"Q247","2N7002W","SOT-323_SC-70",141.650000,-93.800000,0.000000,top
"Q248","2N7002W","SOT-323_SC-70",152.750000,-107.800000,0.000000,top
"Q249","2N7002W","SOT-323_SC-70",256.350000,-161.000000,0.000000,top
"Q250","2N7002W","SOT-323_SC-70",152.750000,-292.599999,0.000000,top
"Q251","2N7002W","SOT-323_SC-70",119.450000,-130.199999,0.000000,top
"Q252","2N7002W","SOT-323_SC-70",115.750000,-127.399999,0.000000,top
"Q253","2N7002W","SOT-323_SC-70",137.950000,-200.200000,0.000000,top
"Q254","2N7002W","SOT-323_SC-70",38.050000,-79.800000,0.000000,top
"Q255","2N7002W","SOT-323_SC-70",211.950000,-169.399999,0.000000,top
"Q256","2N7002W","SOT-323_SC-70",49.150000,-79.800000,0.000000,top
"Q257","2N7002W","SOT-323_SC-70",130.550000,-169.399999,0.000000,top
"Q258","2N7002W","SOT-323_SC-70",130.550000,-172.200000,0.000000,top
"Q259","2N7002W","SOT-323_SC-70",112.050000,-29.400000,0.000000,top
"Q260","2N7002W","SOT-323_SC-70",108.350000,-26.600000,0.000000,top
"Q261","2N7002W","SOT-323_SC-70",256.350000,-163.799999,0.000000,top
"Q262","2N7002W","SOT-323_SC-70",167.550000,-82.600000,0.000000,top
"Q263","2N7002W","SOT-323_SC-70",256.350000,-155.399999,0.000000,top
"Q264","2N7002W","SOT-323_SC-70",263.750000,-54.599999,0.000000,top
"Q265","2N7002W","SOT-323_SC-70",260.050000,-51.800000,0.000000,top
"Q266","2N7002W","SOT-323_SC-70",241.550000,-105.000000,0.000000,top
"Q267","2N7002W","SOT-323_SC-70",174.950000,-225.399999,0.000000,top
"Q268","2N7002W","SOT-323_SC-70",75.050000,-189.000000,0.000000,top
"Q269","2N7002W","SOT-323_SC-70",78.750000,-191.799999,0.000000,top
"Q270","2N7002W","SOT-323_SC-70",211.950000,-191.799999,0.000000,top
"Q271","2N7002W","SOT-323_SC-70",71.350000,-163.799999,0.000000,top
"Q272","2N7002W","SOT-323_SC-70",241.550000,-175.000000,0.000000,top
"Q273","2N7002W","SOT-323_SC-70",23.250000,-43.400000,0.000000,top
"Q274","2N7002W","SOT-323_SC-70",208.250000,-191.799999,0.000000,top
"Q275","2N7002W","SOT-323_SC-70",204.550000,-189.000000,0.000000,top
"Q276","2N7002W","SOT-323_SC-70",208.250000,-203.000000,0.000000,top
"Q277","2N7002W","SOT-323_SC-70",204.550000,-200.200000,0.000000,top
"Q278","2N7002W","SOT-323_SC-70",208.250000,-214.200000,0.000000,top
"Q279","2N7002W","SOT-323_SC-70",204.550000,-211.399999,0.000000,top
"Q280","2N7002W","SOT-323_SC-70",208.250000,-228.200000,0.000000,top
"Q281","2N7002W","SOT-323_SC-70",204.550000,-225.399999,0.000000,top
"Q282","2N7002W","SOT-323_SC-70",208.250000,-239.399999,0.000000,top
"Q283","2N7002W","SOT-323_SC-70",204.550000,-236.600000,0.000000,top
"Q284","2N7002W","SOT-323_SC-70",208.250000,-250.600000,0.000000,top
"Q285","2N7002W","SOT-323_SC-70",204.550000,-247.799999,0.000000,top
"Q286","2N7002W","SOT-323_SC-70",208.250000,-264.600000,0.000000,top
"Q287","2N7002W","SOT-323_SC-70",204.550000,-261.799999,0.000000,top
"Q288","2N7002W","SOT-323_SC-70",208.250000,-275.800000,0.000000,top
"Q289","2N7002W","SOT-323_SC-70",204.550000,-273.000000,0.000000,top
"Q290","2N7002W","SOT-323_SC-70",75.050000,-85.399999,0.000000,top
"Q291","2N7002W","SOT-323_SC-70",82.450000,-163.799999,0.000000,top
"Q292","2N7002W","SOT-323_SC-70",149.050000,-256.200000,0.000000,top
"Q293","2N7002W","SOT-323_SC-70",145.350000,-253.399999,0.000000,top
"Q294","2N7002W","SOT-323_SC-70",60.250000,-149.799999,0.000000,top
"Q295","2N7002W","SOT-323_SC-70",56.550000,-147.000000,0.000000,top
"Q296","2N7002W","SOT-323_SC-70",215.650000,-233.799999,0.000000,top
"Q297","2N7002W","SOT-323_SC-70",211.950000,-231.000000,0.000000,top
"Q298","2N7002W","SOT-323_SC-70",63.950000,-127.399999,0.000000,top
"Q299","2N7002W","SOT-323_SC-70",93.550000,-119.000000,0.000000,top
"Q300","2N7002W","SOT-323_SC-70",89.850000,-186.200000,0.000000,top
"Q301","2N7002W","SOT-323_SC-70",86.150000,-183.399999,0.000000,top
"Q302","2N7002W","SOT-323_SC-70",89.850000,-189.000000,0.000000,top
"Q303","2N7002W","SOT-323_SC-70",78.750000,-250.600000,0.000000,top
"Q304","2N7002W","SOT-323_SC-70",75.050000,-247.799999,0.000000,top
"Q305","2N7002W","SOT-323_SC-70",78.750000,-261.799999,0.000000,top
"Q306","2N7002W","SOT-323_SC-70",75.050000,-259.000000,0.000000,top
"Q307","2N7002W","SOT-323_SC-70",78.750000,-225.399999,0.000000,top
"Q308","2N7002W","SOT-323_SC-70",75.050000,-222.600000,0.000000,top
"Q309","2N7002W","SOT-323_SC-70",75.050000,-236.600000,0.000000,top
"Q310","2N7002W","SOT-323_SC-70",78.750000,-233.799999,0.000000,top
"Q311","2N7002W","SOT-323_SC-70",75.050000,-200.200000,0.000000,top
"Q312","2N7002W","SOT-323_SC-70",75.050000,-203.000000,0.000000,top
"Q313","2N7002W","SOT-323_SC-70",78.750000,-214.200000,0.000000,top
"Q314","2N7002W","SOT-323_SC-70",75.050000,-211.399999,0.000000,top
"Q315","2N7002W","SOT-323_SC-70",237.850000,-169.399999,0.000000,top
"Q316","2N7002W","SOT-323_SC-70",108.350000,-186.200000,0.000000,top
"Q317","2N7002W","SOT-323_SC-70",108.350000,-189.000000,0.000000,top
"Q318","2N7002W","SOT-323_SC-70",108.350000,-244.999999,0.000000,top
"Q319","2N7002W","SOT-323_SC-70",108.350000,-225.399999,0.000000,top
"Q320","2N7002W","SOT-323_SC-70",63.950000,-228.200000,0.000000,top
"Q321","2N7002W","SOT-323_SC-70",67.650000,-228.200000,0.000000,top
"Q322","2N7002W","SOT-323_SC-70",115.750000,-158.200000,0.000000,top
"Q323","2N7002W","SOT-323_SC-70",112.050000,-155.399999,0.000000,top
"Q324","2N7002W","SOT-323_SC-70",119.450000,-158.200000,0.000000,top
"Q325","2N7002W","SOT-323_SC-70",115.750000,-155.399999,0.000000,top
"Q326","2N7002W","SOT-323_SC-70",86.150000,-79.800000,0.000000,top
"Q327","2N7002W","SOT-323_SC-70",126.850000,-163.799999,0.000000,top
"Q328","2N7002W","SOT-323_SC-70",78.750000,-177.799999,0.000000,top
"Q329","2N7002W","SOT-323_SC-70",163.850000,-144.200000,0.000000,top
"Q330","2N7002W","SOT-323_SC-70",130.550000,-119.000000,0.000000,top
"Q331","2N7002W","SOT-323_SC-70",119.450000,-107.800000,0.000000,top
"Q332","2N7002W","SOT-323_SC-70",219.350000,-166.600000,0.000000,top
"Q333","2N7002W","SOT-323_SC-70",215.650000,-166.600000,0.000000,top
"Q334","2N7002W","SOT-323_SC-70",97.250000,-161.000000,0.000000,top
"Q335","2N7002W","SOT-323_SC-70",93.550000,-158.200000,0.000000,top
"Q336","2N7002W","SOT-323_SC-70",211.950000,-147.000000,0.000000,top
"Q337","2N7002W","SOT-323_SC-70",208.250000,-144.200000,0.000000,top
"Q338","2N7002W","SOT-323_SC-70",178.650000,-163.799999,0.000000,top
"Q339","2N7002W","SOT-323_SC-70",26.950000,-51.800000,0.000000,top
"Q340","2N7002W","SOT-323_SC-70",104.650000,-183.399999,0.000000,top
"Q341","2N7002W","SOT-323_SC-70",104.650000,-186.200000,0.000000,top
"Q342","2N7002W","SOT-323_SC-70",108.350000,-191.799999,0.000000,top
"Q343","2N7002W","SOT-323_SC-70",167.550000,-169.399999,0.000000,top
"Q344","2N7002W","SOT-323_SC-70",167.550000,-172.200000,0.000000,top
"Q345","2N7002W","SOT-323_SC-70",67.650000,-99.399999,0.000000,top
"Q346","2N7002W","SOT-323_SC-70",60.250000,-82.600000,0.000000,top
"Q347","2N7002W","SOT-323_SC-70",204.550000,-233.799999,0.000000,top
"Q348","2N7002W","SOT-323_SC-70",104.650000,-163.799999,0.000000,top
"Q349","2N7002W","SOT-323_SC-70",52.850000,-82.600000,0.000000,top
"Q350","2N7002W","SOT-323_SC-70",149.050000,-130.199999,0.000000,top
"Q351","2N7002W","SOT-323_SC-70",75.050000,-261.799999,0.000000,top
"Q352","2N7002W","SOT-323_SC-70",78.750000,-256.200000,0.000000,top
"Q353","2N7002W","SOT-323_SC-70",75.050000,-250.600000,0.000000,top
"Q354","2N7002W","SOT-323_SC-70",78.750000,-244.999999,0.000000,top
"Q355","2N7002W","SOT-323_SC-70",78.750000,-239.399999,0.000000,top
"Q356","2N7002W","SOT-323_SC-70",82.450000,-233.799999,0.000000,top
"Q357","2N7002W","SOT-323_SC-70",75.050000,-225.399999,0.000000,top
"Q358","2N7002W","SOT-323_SC-70",78.750000,-219.799999,0.000000,top
"Q359","2N7002W","SOT-323_SC-70",75.050000,-214.200000,0.000000,top
"Q360","2N7002W","SOT-323_SC-70",78.750000,-208.600000,0.000000,top
"Q361","2N7002W","SOT-323_SC-70",78.750000,-197.399999,0.000000,top
"Q362","2N7002W","SOT-323_SC-70",78.750000,-203.000000,0.000000,top
"Q363","2N7002W","SOT-323_SC-70",130.550000,-287.000000,0.000000,top
"Q364","2N7002W","SOT-323_SC-70",52.850000,-261.799999,0.000000,top
"Q365","2N7002W","SOT-323_SC-70",241.550000,-82.600000,0.000000,top
"Q366","2N7002W","SOT-323_SC-70",208.250000,-127.399999,0.000000,top
"Q367","2N7002W","SOT-323_SC-70",171.250000,-175.000000,0.000000,top
"Q368","2N7002W","SOT-323_SC-70",86.150000,-91.000000,0.000000,top
"Q369","2N7002W","SOT-323_SC-70",71.350000,-256.200000,0.000000,top
"Q370","2N7002W","SOT-323_SC-70",215.650000,-186.200000,0.000000,top
"Q371","2N7002W","SOT-323_SC-70",211.950000,-183.399999,0.000000,top
"Q372","2N7002W","SOT-323_SC-70",260.050000,-91.000000,0.000000,top
"Q373","2N7002W","SOT-323_SC-70",211.950000,-141.399999,0.000000,top
"Q374","2N7002W","SOT-323_SC-70",160.150000,-191.799999,0.000000,top
"Q375","2N7002W","SOT-323_SC-70",67.650000,-256.200000,0.000000,top
"Q376","2N7002W","SOT-323_SC-70",263.750000,-261.799999,0.000000,top
"Q377","2N7002W","SOT-323_SC-70",34.350000,-110.600000,0.000000,top
"Q378","2N7002W","SOT-323_SC-70",34.350000,-113.399999,0.000000,top
"Q379","2N7002W","SOT-323_SC-70",152.750000,-26.600000,0.000000,top
"Q380","2N7002W","SOT-323_SC-70",15.850000,-119.000000,0.000000,top
"Q381","2N7002W","SOT-323_SC-70",93.550000,-284.200000,0.000000,top
"Q382","2N7002W","SOT-323_SC-70",141.650000,-110.600000,0.000000,top
"Q383","2N7002W","SOT-323_SC-70",104.650000,-242.200000,0.000000,top
"Q384","2N7002W","SOT-323_SC-70",108.350000,-247.799999,0.000000,top
"Q385","2N7002W","SOT-323_SC-70",130.550000,-208.600000,0.000000,top
"Q386","2N7002W","SOT-323_SC-70",126.850000,-205.799999,0.000000,top
"Q387","2N7002W","SOT-323_SC-70",130.550000,-194.600000,0.000000,top
"Q388","2N7002W","SOT-323_SC-70",126.850000,-191.799999,0.000000,top
"Q389","2N7002W","SOT-323_SC-70",130.550000,-183.399999,0.000000,top
"Q390","2N7002W","SOT-323_SC-70",126.850000,-180.600000,0.000000,top
"Q391","2N7002W","SOT-323_SC-70",75.050000,-79.800000,0.000000,top
"Q392","2N7002W","SOT-323_SC-70",171.250000,-88.199999,0.000000,top
"Q393","2N7002W","SOT-323_SC-70",171.250000,-32.200000,0.000000,top
"Q394","2N7002W","SOT-323_SC-70",182.350000,-82.600000,0.000000,top
"Q395","2N7002W","SOT-323_SC-70",119.450000,-197.399999,0.000000,top
"Q396","2N7002W","SOT-323_SC-70",60.250000,-191.799999,0.000000,top
"Q397","2N7002W","SOT-323_SC-70",56.550000,-189.000000,0.000000,top
"Q398","2N7002W","SOT-323_SC-70",193.450000,-91.000000,0.000000,top
"Q399","2N7002W","SOT-323_SC-70",141.650000,-163.799999,0.000000,top
"Q400","2N7002W","SOT-323_SC-70",156.450000,-152.600000,0.000000,top
"Q401","2N7002W","SOT-323_SC-70",219.350000,-200.200000,0.000000,top
"Q402","2N7002W","SOT-323_SC-70",178.650000,-96.600000,0.000000,top
"Q403","2N7002W","SOT-323_SC-70",174.950000,-93.800000,0.000000,top
"Q404","2N7002W","SOT-323_SC-70",189.750000,-141.399999,0.000000,top
"Q405","2N7002W","SOT-323_SC-70",186.050000,-138.600000,0.000000,top
"Q406","2N7002W","SOT-323_SC-70",260.050000,-54.599999,0.000000,top
"Q407","2N7002W","SOT-323_SC-70",260.050000,-57.400000,0.000000,top
"Q408","2N7002W","SOT-323_SC-70",267.450000,-141.399999,0.000000,top
